langcode,type,status,uid,title,created,changed,default_langcode,metatag,path,rh_action,rh_redirect,rh_redirect_response,rh_redirect_fallback_action,publish_on,unpublish_on,menu_link,body,field_faq_category,field_question
"en","faq_question","1","41","What are Enercare’s guarantees on new equipment?","1583187082","1583187108","1","","en","","","","","","","","We have five guarantees - Home Comfort Guarantee, No Surprises Guarantee, No Lemon Guarantee, Environmental Focus Guarantee and Property Protection and Client Respect Guarantee.
","281","What are Enercare’s guarantees on new equipment?
"
"en","faq_question","1","41","Do I need a humidifier if I have a boiler?","1583187112","1583187141","1","","en","","","","","","","","Homeowners could use standalone humidification units.
","281","Do I need a humidifier if I have a boiler?
"
"en","faq_question","1","41","What are the different types of boilers?","1583187148","1583187923","1","","en","","","","","","","","Conventional Boiler

What it does: Provides heat throughout a home

Key features:


	Heats your central heating system directly
	Hot water can be stored for later use (if storage tank installed)


Benefits:


	Ideal for larger homes that have more than one bathroom
	Heats on demand
	Provides basic heating


System Boiler – High Efficiency

What it does: Provides heat throughout a home

Key features:


	Heats your central heating system directly but has more components built-in, making for easier installation
	Can be stored in smaller space
	Provides improved efficiency


Benefits:


	Ideal for homes that have more than one bathroom
	Quick response time uses less energy and saves more money
	Provides basic heating


Combination (Combi) Boiler

What it does: Provides heat and hot water throughout a home

Key features:


	Heats water as you need it and eliminates the need for a storage tank
	Acts as both a high-efficiency water heater as well as a central heating boiler and can be stored in smaller space
	Can provide in-floor heating in multiple zones
	&amp;nbsp;Best efficiency


Benefits:


	Ideal for a smaller family home with 1-2 bathrooms
	Smaller space required for installation
	Frees up chimney


Note: Both combi and heat-only boilers can be either condensing or non-condensing. A non-condensing boiler will typically take air in from inside the room, whereas a condensing boiler will be fully sealed and takes in air directly from the outside.
","281","What are the different types of boilers?
"
"en","faq_question","1","41","Can a combination boiler fit in any home?","1583187581","1583187602","1","","en","","","","","","","","No, combination boilers have certain requirements and cannot be installed in every home.
","281","Can a combination boiler fit in any home?
"
"en","faq_question","1","41","Should I switch to an Energy Star® rated boiler?","1583187609","1583187703","1","","en","","","","","","","","Boilers with an ENERGY STAR label can be up to 19% more efficient than models that simply meet the U.S. federal minimum standard for energy efficiency.1

A boiler’s efficiency rating is dependent on how much fuel is wasted and how much fuel is used to produce a specific amount of heat. This is measured by something called the Annual Fuel Utilization Efficiency Rating (A.F.U.E.). Boilers with an A.F.U.E. rating of 85% or higher are considered to be high efficiency. Boilers with an ENERGY STAR® label are tested to meet strict efficiency specifications and are certified by an independent third party. They perform the same as or better than standard products without compromising performance in any way.**

Legal disclaimers: 1 - https://www.energystar.gov/products/most_efficient/boilers

**- https://www.energystar.gov/products/heating_cooling/boilers&amp;nbsp;
","281","Should I switch to an Energy Star® rated boiler?
"
"en","faq_question","1","41","Venting Methods","1583187708","1583187731","1","","en","","","","","","","","Gas and oil-powered units are especially dependent on a home’s ventilation system. Chimney vented boilers vent exhaust naturally through a chimney whereas power vent and direct vent boilers use fans to push exhaust through vent pipes and can be vented through a roof or a side wall. Condensing boilers are among the most efficient and are excellent options when considering long term cost.
","281","Venting Methods
"
"en","faq_question","1","41","Protection with Maintenance Plan - Paid LP","1605182328","1605909485","1","","en","","","","","","","","Our Heating and Cooling Protection with Maintenance include:&amp;nbsp;


	Annual inspection to identify potential problems and avoid unexpected equipment breakdowns for furnaces, air conditioners and boilers.
	Year-round coverage of your equipment in case of a breakdown with extensive parts and labour‡ on all major models and brands
	Same day service. Just call by 5:00 PM and we’ll be there as fast as the same day&amp;nbsp;†
	Unlimited number of service calls and no extra charges for evening or weekend service calls


&amp;nbsp;

What parts are covered under a protection plan with maintenance?

Heating Protection Plan with Maintenance

Aquastat Controls, Automatic Vent Damper/Motor, Blower/Blower Components, Condensate Pumps, Door Switch, Electric Ignition System, Fan Control, Fan Motor, Flame Spreader, Flow Switch, Fuel or Air Flappers, Furnace Low Voltage Circuit Fuse, Gas Appliance Regulator, Gas Burner and Orifices, Gas Control Valve, Heating Circuit Transformer, Hot Surface Igniter, Ignition Runner Bar, Internal Wiring, Limit Controls, Pilot Burner, Pilot Tubing, Pressure Relief Valve, Primary Circulator/Pump, Pulley and Belt, Relay, Roll Out Switch, Summer/Winter Switch, Thermocouple/Generator, Vent System Pressure Switch Tubing and Ventor or Motor Assembly.

Cooling Protection Plan with Maintenance

Add-on Fan Centres, Add-on Indoor Fan Relay, Capacitor, Compressor**, Condensate Pumps, Condenser Coil**, Condenser Fan Motor, Cooling Contactor/Relay and Evaporator Coil, Filter Driers, Service Valves, Fan Blades, Internal Copper Tubing, Internal Electrical Wiring, Low Ambient Temperature Sensor, and Thermostatic Expansion Valves.

&amp;nbsp;
","286","Maintain &amp;amp; Protect

Save when you combine both a maintenance and a protection plan for your heating or cooling equipment.
"
"en","faq_question","1","41","Maintenance Plan LP","1605297600","1605304215","1","","en","","","","","","","","Our Maintenance Plans include:


	An initial 8-point inspection, followed by a comprehensive 22-point inspection when issues are suspected
	A fully licensed and certified Enercare technician to recommend best action, in case of identifying any early problems
	A HomeCare Report, which is a comprehensive assessment of your equipment so you see how your system is operating and can make informed decisions

","286","Maintain

A maintenance plan provides one annual maintenance inspection to identify potential problems and avoid unexpected equipment breakdowns for furnaces, air conditioners and boilers.
"
"en","faq_question","1","41","Protection Plan - Paid LP","1605122610","1605909064","1","","en","","","","","","","","Our Protection Plans include:


	Plans include extensive parts and labour on all major models and brands
	Same day service. Just call by 5:00 PM and we’ll be there as fast as the same day.†
	Unlimited number of service calls and no extra charges for evening or weekend service calls

What parts are covered under a protection plan?

Heating Protection Plan

Aquastat Controls, Automatic Vent Damper/Motor, Blower/Blower Components, Condensate Pumps, Door Switch, Electric Ignition System, Fan Control, Fan Motor, Flame Spreader, Flow Switch, Fuel or Air Flappers, Furnace Low Voltage Circuit Fuse, Gas Appliance Regulator, Gas Burner and Orifices, Gas Control Valve, Heating Circuit Transformer, Hot Surface Igniter, Ignition Runner Bar, Internal Wiring, Limit Controls, Pilot Burner, Pilot Tubing, Pressure Relief Valve, Primary Circulator/Pump, Pulley and Belt, Relay, Roll Out Switch, Summer/Winter Switch, Thermocouple/Generator, Vent System Pressure Switch Tubing and Ventor or Motor Assembly.

Cooling Protection Plan

Add-on Fan Centres, Add-on Indoor Fan Relay, Capacitor, Compressor**, Condensate Pumps, Condenser Coil**, Condenser Fan Motor, Cooling Contactor/Relay and Evaporator Coil, Filter Driers, Service Valves, Fan Blades, Internal Copper Tubing, Internal Electrical Wiring, Low Ambient Temperature Sensor, and Thermostatic Expansion Valves.
Electrical Protection Plan*
Components within the electrical panels, Doorbell system repair1, Fluorescent fixtures2, Interior wiring, Outlets, Pot light repairs, Receptacles, Switches, Power surge and Remote controls
Need more details? Read our full Terms and Conditions.
Plumbing and Drains Protection Plan
Coverage of piping and drains inside your home, Waste drains within the boundary of your property to the connection point to the main municipal drain, Diagnosis and repair of hot and cold water pipes, outside hose bibs, stop and waste valves, piping to your humidifier and refrigerator, Diagnosis and repair of blocked toilets, sinks and showers, Diagnosis and repair of moving parts within the toilet tank, Diagnosis of blocked below-grade wastewater drains, If required, a once-per-contract year auger and camera scope of each blocked below-grade drain

Need more details? Read our full Terms and Conditions. 15% discount off our current parts and labour charges for permanent below-grade drain repairs and a 15% discount on fixture upgrades and improvements3 Diagnosis and repair of hot and cold water pipes, outside hose bibs, stop and waste valves, piping to your humidifier and refrigerator, blocked toilets, sinks and showers, moving parts within the toilet tank, blocked below-grade wastewater drains, coverage of piping and drains inside your home. Need more details? Read our full Terms and Conditions.
","286","Protect

A protection plan provides year-round repair coverage, same-day repair service, and unlimited service calls on furnaces, boilers, air conditioners, electrical, and plumbing and drains.
"
"en","faq_question","1","11","Does the call centre have access to more appointment times and availability?","1621553654","1621553738","1","","en","","","","","","","","​​​​​​Our app is up-to-date with the latest appointment availability which are the same options as our call centre.&amp;nbsp;If you have no heating/cooling/hot water or require immediate service, please call our call centre so that they can escalate your request to&amp;nbsp;the appropriate team at Enercare.
","306","Does the call centre have access to more appointment times and availability?
"
"en","faq_question","1","11","My contact information is incorrect","1621553745","1621553799","1","","en","","","","","","","","To update your billing information, please contact us at 1-800-888-8888
","306","My contact information is incorrect
"
"en","faq_question","1","11","How do I access my Enercare Smarter Home® profile and services?","1621553817","1621553865","1","","en","","","","","","","","To access the Enercare Smarter Home app, download “Home by Building 36” App which powers our&amp;nbsp; Smarter Home platform. 

Google Play Link: https://play.google.com/store/apps/details?id=com.alarm.alarmmobile.android.building36&amp;amp;hl=en_CA&amp;amp;gl=US

App Store Link: https://apps.apple.com/ca/app/home-by-building-36/id668025697
","306","How do I access my Enercare Smarter Home® profile and services?
"
"en","faq_question","1","11","I am missing products in my profile, or the products listed are incorrect. ","1621553888","1622467567","1","","en","","","","","","","","There are several reasons why this might happen. The equipment in your home may not have coverage or it might not be from Enercare, or your protection plan may be ready for renewal. A quick call to 1-877-450-4283 can sort these details, we're here to help 24/7. 
","306","I am missing products in my profile, or the products listed are incorrect. 
"
"en","faq_question","1","11","I don’t receive en route technician notifications ","1621553937","1621554054","1","","en","","","","","","","","Check that Push notifications are turned on. Also, you must be logged into the Enercare app.
","306","I don’t receive en route technician notifications 
"
"en","faq_question","1","11","Why should I download the Enercare app?","1621554066","1621554153","1","","en","","","","","","","","
	Schedule plan appointments in under a minute.&amp;nbsp;
	Easily cancel or reschedule appointments.
	Receive notifications when the technician is on the way, so no waiting around.&amp;nbsp;
	View all your protection plans and coverage in one place.

","306","Why should I download the Enercare app?
"
"en","faq_question","1","11","I'm locked out of my account","1621554163","1621554201","1","","en","","","","","","","","​​​​​​If you forgot your password or are locked out, press the 'forgot password' button in the app to reset the password. 
","306","I'm locked out of my account
"
"en","faq_question","1","11","How do I download the Enercare app?","1621554212","1621554274","1","","en","","","","","","","","The app is free to download from the Apple App Store or the Google Play Store


	App Store Link: https://apps.apple.com/ca/app/enercare/id1085148225 
	Google Play Link: https://play.google.com/store/apps/details?id=com.enercareinc.enercare​​​​​​​

","306","How do I download the Enercare app?
"
"en","faq_question","1","11","I never received a verification email to aid registration","1621554377","1621554438","1","","en","","","","","","","","&amp;nbsp;


	Automated emails can take up to 10-30 minutes to arrive in your inbox.
	Check your spam and junk folders.
	If you’re still having issues, call our call center and an agent will verify that the correct email address is on file. They can help simplify your registration.

","306","I never received a verification email to aid registration
"
"en","faq_question","1","11","I'm not able to register myself, the app says it cannot find my account","1621554452","1621554490","1","","en","","","","","","","","&amp;nbsp;


	This occurs when the information entered does not match our internal system information. 
	Please enter your account details exactly as they appear on the communications you’ve received from us. 
	If you’re still having issues, please call our call center and an agent will be able to help simplify your registration.

","306","I'm not able to register myself, the app says it cannot find my account
"
"en","faq_question","1","11","How do I register?","1621554501","1622467533","1","","en","","","","","","","","There are two ways to register once you’ve downloaded the app:


	Self-register: Open the app, click ‘Sign up’ and enter your Enercare account details exactly as they appear on the communications you’ve received from us. You will be asked to verify your name, phone number, address and email to proceed.
	Via an Enercare agent: Call 1-877-450-4283 and one of our customer service agents will help with your registration. – They’ll send you an email with an ‘easy log in’ button that will open the app and prompt you to set up a password. Once a password is set, you be logged in and ready to start booking.

","306","How do I register?
"
"en","faq_question","1","41","How do you repair an air conditioner?","1623360561","1623944685","1","","en","","","","","","","","For safety reasons, we do not recommend you repair your air conditioner. You should have a licensed technician do any repairs needed.
","351","How do you repair an air conditioner?
"
"en","faq_question","1","41","How much does air conditioner repair cost?","1623360732","1623944755","1","","en","","","","","","","","Costs vary depending on the problem. A one-time replacement cost for a faulty AC fan motor is $731*.
","351","How much does air conditioner repair cost?
"
"en","faq_question","1","1366","How long does an AC unit last?","1623942089","1623942138","1","","en","","","","","","","","With annual maintenance from a qualified AC technician, an air conditioner may last approximately 10-15 years.
","321","How long does an AC unit last?
"
"en","faq_question","1","1366","How to install an air conditioner?","1623942356","1623942391","1","","en","","","","","","","","A central air conditioner should only be installed by a licensed and trained professional.
","321","How to install an air conditioner?
"
"en","faq_question","1","1366","How much is AC installation?","1623942421","1623942449","1","","en","","","","","","","","The cost of an air conditioner installation varies and should always be included in the estimate.
","321","How much is AC installation?
"
"en","faq_question","1","1366","Can I just replace my outside AC unit?","1623942476","1623942500","1","","en","","","","","","","","In the case of major malfunctions or new installations, HVAC technicians recommend simultaneously replacing the inside and outside equipment of the air conditioner.
","321","Can I just replace my outside AC unit?
"
"en","faq_question","1","1366","Do I need to change my furnace filter in the summer?","1623942536","1623942555","1","","en","","","","","","","","Yes, if you have a central air conditioner. The air conditioner works with the furnace fan to transfer cool air throughout the home. We recommend that you change or clean your furnace filter every one-to-three months.
","321","Do I need to change my furnace filter in the summer?
"
"en","faq_question","1","1366","How long does the rental term last?","1623942819","1623942846","1","","en","","","","","","","","The rental term lasts for the useful life of the air conditioner. Typical useful life for an air conditioner with proper maintenance is approximately 10 to 15 years.&amp;nbsp; 
","326","How long does the rental term last?
"
"en","faq_question","1","1366","Can I buy the AC unit after renting?","1623942905","1623942937","1","","en","","","","","","","","Yes
","326","Can I buy the AC unit after renting?
"
"en","faq_question","1","1366","Do I have to replace AC filters myself?","1623942983","1623942994","1","","en","","","","","","","","Yes
","326","Do I have to replace AC filters myself?
"
"en","faq_question","1","1366","Which Air Conditioner brands and models can I rent?","1623943017","1623943036","1","","en","","","","","","","","We carry Lennox, Carrier, Amana and Amana Distinctions. We work with you to find the right make and model for your particular needs.
","326","Which Air Conditioner brands and models can I rent?
"
"en","faq_question","1","1366","Why is my AC not cooling?","1623943083","1623943196","1","","en","","","","","","","","If you turn on your air conditioner but it doesn't provide cold air, there can be several culprits. The AC unit may have a frozen coil, clogged filters, blocked air condenser, a malfunctioning compressor or a refrigerant leak. It's also possible that your thermostat is malfunctioning and needs replacement.
","351","Why is my AC not cooling?
"
"en","faq_question","1","1366","Should I repair or replace my AC unit?","1623943266","1623943301","1","","en","","","","","","","","Foul smells, weird noises, high energy bills, a lack of cool air or limited airflow are all signs that your air conditioner may need to be repaired or replaced. The age of your AC unit is the main factor in choosing between a repair or replacement. Typical useful life for an air conditioner with proper maintenance is approximately 10 to 15 years.
","351","Should I repair or replace my AC unit?
"
"en","faq_question","1","1366","When should an AC be replaced?","1623943402","1623943431","1","","en","","","","","","","","If you perform regular air conditioner maintenance to keep your AC unit in good condition, you likely won't need to replace your air conditioner for 10-15 years. 
","351","When should an AC be replaced?
"
"en","faq_question","1","1366","How can I test if my air conditioner is working?","1623943463","1623943478","1","","en","","","","","","","","You can test if your air conditioner is working by following three easy steps: (i) Wait until the outside temperature is above 13 degrees and remove any protective covers. (ii) Turn down your thermostat by 3 to 5 degrees and turn on your air conditioner for 20 minutes. (iii) Check that cool air is pushed from your vents and that there aren’t any unusual noises, like bangs, squeaks and scrapes from your AC unit.
","351","How can I test if my air conditioner is working?
"
"en","faq_question","1","1366","Which air conditioner brands are covered with a Cooling Protection Plan?","1623943524","1623943562","1","","en","","","","","","","","We repair all makes and models of central air conditioners.
","331","Which air conditioner brands are covered with a Cooling Protection Plan?
"
"en","faq_question","1","1366","When is a Cooling Protection Plan worth it?","1623943570","1623943598","1","","en","","","","","","","","In addition to completing regular maintenance, you should think about protection against potential repair costs. Equipment 7 to 15 years old can be at risk of unexpected and costly breakdowns.
","331","When is a Cooling Protection Plan worth it?
"
"en","faq_question","1","1366","How often should I have my air conditioner serviced?","1623944017","1623944042","1","","en","","","","","","","","AC maintenance should be annual.
","336","How often should I have my air conditioner serviced?
"
"en","faq_question","1","1366","How much does air conditioner maintenance cost?","1623944050","1623944089","1","","en","","","","","","","","Enercare’s Cooling Maintenance Plan is currently $10.99/month for 12 months.
","336","How much does air conditioner maintenance cost?
"
"en","faq_question","1","1366","Are air conditioner maintenance plans worth it?","1623944109","1623944125","1","","en","","","","","","","","Having an annual service check of your equipment makes sure your air conditioner is running to manufacturer specifications. It also includes a safety check and an examination to find anything that may turn into a problem.
","336","Are air conditioner maintenance plans worth it?
"
"en","faq_question","1","1366","What happens if an air conditioner is not serviced?","1623944146","1623944165","1","","en","","","","","","","","The air conditioner may begin to lose efficiency which can lead to increased costs on your energy bill.
","336","What happens if an air conditioner is not serviced?
"
"en","faq_question","1","1366","How does air conditioner maintenance save money?","1623944182","1623944201","1","","en","","","","","","","","Having an annual service check of your equipment makes sure your air conditioner is running to manufacturer specifications which keeps it running as efficient as possible, helping keep energy costs down.
","336","How does air conditioner maintenance save money?
"
"en","faq_question","1","1366","How is the Cooling Protection Plan with Maintenance different from other plans?","1623944234","1623944268","1","","en","","","","","","","","This plan includes both protection and maintenance of your equipment, while other plans only include one service.
","346","How is the Cooling Protection Plan with Maintenance different from other plans?
"
"en","faq_question","1","1366","When is the AC Protection Plan with Maintenance better than buying a new air conditioner?","1623944310","1623944324","1","","en","","","","","","","","Equipment up to seven years old is at a lower risk of breaking down. However, just like a vehicle, regular maintenance is important to help increase the lifespan of your equipment and may reduce your monthly energy bills. In addition to completing regular maintenance, you should think about protection against potential repair costs. Equipment 7 to 15 years old can be at risk of unexpected and costly breakdowns.
","346","When is the AC Protection Plan with Maintenance better than buying a new air conditioner?
"
"en","faq_question","1","1366","Are air filters included in the AC Protection Plan with Maintenance?","1623944339","1623944353","1","","en","","","","","","","","No
","346","Are air filters included in the AC Protection Plan with Maintenance?
"
"en","faq_question","1","1366","What is included in my Cooling Protection Plan?","1623945020","1623945048","1","","en","","","","","","","","With the Enercare Cooling Protection Plan, you get 365-day parts and labour protection** under your plan terms and conditions. You also get unlimited service calls and peace of mind with same day service if your equipment is non-operational and you call before 5:00 p.m. ***

** Enercare’s annual total parts and labour responsibility is limited to a maximum retail value of $500 (including HST) per year for compressor unit or condenser coil repairs. Refrigerant recovery, vacuuming, and refill not included. See Terms and Conditions for complete details.

***Available to Enercare’s heating/cooling protection plan customers, Enercare Advantage™ and Enercare Smarter Advantage™ water heater and/or HVAC customers whose equipment is not operational (i.e. – no hot water, no cooling or no heat). On average, Enercare attends to furnace/boiler, central air conditioner or water heater non-operational calls 90% of the time the same day. Subject to exclusions in accordance with the terms and conditions of the applicable protection plan or rental agreement.

&amp;nbsp;
","331","What is included in my Cooling Protection Plan?
"
